Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,YTD Expenditure (Line Item),Department Total YTD,PDF File,PDF Page
72000 Support Services,FY06,72110,Attendance,210,Unemployment Compensation,2.14,,fund141FY06.pdf,20
72000 Support Services,FY06,72110,Attendance,212,Employer Medicare,74.47,,fund141FY06.pdf,20
72000 Support Services,FY06,72110,Attendance,,Department Total,,"7,007.52",fund141FY06.pdf,20
72000 Support Services,FY06,72120,Health Services,131,Medical Personnel,"38,729.68",,fund141FY06.pdf,20
72000 Support Services,FY06,72120,Health Services,201,Social Security,"2,228.03",,fund141FY06.pdf,20
72000 Support Services,FY06,72120,Health Services,204,State Retirement,"2,131.35",,fund141FY06.pdf,20
72000 Support Services,FY06,72120,Health Services,207,Medical Insurance,"10,359.72",,fund141FY06.pdf,20
72000 Support Services,FY06,72120,Health Services,210,Unemployment Compensation,44.24,,fund141FY06.pdf,20
72000 Support Services,FY06,72120,Health Services,212,Employer Medicare,521.08,,fund141FY06.pdf,20
72000 Support Services,FY06,72120,Health Services,355,Travel,61.32,,fund141FY06.pdf,20
72000 Support Services,FY06,72120,Health Services,499,Other Supplies And Materials,"3,176.31",,fund141FY06.pdf,20
72000 Support Services,FY06,72120,Health Services,599,Other Charges,257,,fund141FY06.pdf,20
72000 Support Services,FY06,72120,Health Services,,Department Total,,"57,508.73",fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,117,Career Ladder Program,"1,000.08",,fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,123,Guidance Personnel,"119,928.68",,fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,201,Social Security,"7,185.64",,fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,204,State Retirement,"6,651.18",,fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,207,Medical Insurance,"18,669.15",,fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,210,Unemployment Compensation,65.08,,fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,212,Employer Medicare,"1,680.51",,fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,309,Contracts With Government Agencies,"27,666.52",,fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,322,Evaluation And Testing,"5,954.04",,fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,399,Other Contracted Services,"16,000.00",,fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,599,Other Charges,"6,642.52",,fund141FY06.pdf,20
72000 Support Services,FY06,72130,Other Student Support,,Department Total,,"211,443.40",fund141FY06.pdf,20
72000 Support Services,FY06,72210,Regular Instruction Program,105,Supervisor/Director,"48,594.48",,fund141FY06.pdf,20
72000 Support Services,FY06,72210,Regular Instruction Program,117,Career Ladder Program,"2,800.16",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,129,Librarians,"87,628.56",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,138,Instructional Computer Personnel,"47,565.12",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,163,Educational Assistants,"21,472.37",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,189,Other Salaries & Wages,"49,317.28",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,201,Social Security,"12,280.78",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,204,State Retirement,"13,429.70",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,207,Medical Insurance,"36,296.72",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,210,Unemployment Compensation,156.26,,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,212,Employer Medicare,"2,872.20",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,336,Maintenance And Repair Services-Equipr,0,,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,355,Travel,540.78,,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,432,Library Books/Media,"5,856.91",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,499,Other Supplies And Materials,"1,759.24",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,524,In-Service/Staff Development,"1,521.79",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,790,Other Equipment,"2,692.34",,fund141FY06.pdf,21
72000 Support Services,FY06,72210,Regular Instruction Program,,Department Total,,"334,784.69",fund141FY06.pdf,21
72000 Support Services,FY06,72220,Special Education Program,162,Clerical Personnel,"2,000.00",,fund141FY06.pdf,21
72000 Support Services,FY06,72220,Special Education Program,201,Social Security,122.49,,fund141FY06.pdf,21
72000 Support Services,FY06,72220,Special Education Program,204,State Retirement,42.4,,fund141FY06.pdf,21
72000 Support Services,FY06,72220,Special Education Program,207,Medical Insurance,82.36,,fund141FY06.pdf,21
72000 Support Services,FY06,72220,Special Education Program,212,Employer Medicare,28.65,,fund141FY06.pdf,21
72000 Support Services,FY06,72220,Special Education Program,355,Travel,323.36,,fund141FY06.pdf,21
72000 Support Services,FY06,72220,Special Education Program,,Department Total,,"2,599.26",fund141FY06.pdf,21
72000 Support Services,FY06,72230,Vocational Education Program,105,Supervisor/Director,"27,034.08",,fund141FY06.pdf,21
72000 Support Services,FY06,72230,Vocational Education Program,117,Career Ladder Program,499.92,,fund141FY06.pdf,21
72000 Support Services,FY06,72230,Vocational Education Program,201,Social Security,"1,707.10",,fund141FY06.pdf,21
72000 Support Services,FY06,72230,Vocational Education Program,207,Medical Insurance,"2,672.40",,fund141FY06.pdf,21
72000 Support Services,FY06,72230,Vocational Education Program,210,Unemployment Compensation,21.72,,fund141FY06.pdf,21
72000 Support Services,FY06,72230,Vocational Education Program,212,Employer Medicare,399.24,,fund141FY06.pdf,21
72000 Support Services,FY06,72230,Vocational Education Program,,Department Total,,"32,334.46",fund141FY06.pdf,21
72000 Support Services,FY06,72310,Board Of Education,191,Board And Committee Members Fees,"1,825.00",,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,201,Social Security,113.15,,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,212,Employer Medicare,26.48,,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,305,Audit Services,"3,100.00",,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,320,Dues And Memberships,"5,068.00",,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,355,Travel,"2,683.33",,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,506,Liability Insurance,"11,610.00",,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,508,Premiums On Corporate Surety Bonds,175,,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,510,Trustee's Commission,"46,737.87",,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,513,Workman's Compensation Insurance,"69,219.00",,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,533,Criminal Investigation Of Applicants - TE,"1,248.00",,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,534,Refund To Applicant For Criminal Investi,"1,152.00",,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,599,Other Charges,"11,467.08",,fund141FY06.pdf,22
72000 Support Services,FY06,72310,Board Of Education,,Department Total,,"154,424.91",fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,101,County Official/Administrative Officer,"51,076.44",,fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,117,Career Ladder Program,900,,fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,201,Social Security,"3,182.09",,fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,204,State Retirement,"1,898.22",,fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,207,Medical Insurance,"2,632.38",,fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,212,Employer Medicare,744.2,,fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,307,Communication,"16,777.72",,fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,355,Travel,"2,426.39",,fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,435,Office Supplies,"4,458.05",,fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,599,Other Charges,"7,450.00",,fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,701,Administration Equipment,"5,644.46",,fund141FY06.pdf,22
72000 Support Services,FY06,72320,Director Of Schools,,Department Total,,"97,189.95",fund141FY06.pdf,22
72000 Support Services,FY06,72410,Office Of The Principal,104,Principals,"112,172.88",,fund141FY06.pdf,22
72000 Support Services,FY06,72410,Office Of The Principal,117,Career Ladder Program,"4,000.32",,fund141FY06.pdf,22
72000 Support Services,FY06,72410,Office Of The Principal,139,Assistant Principals,"144,208.18",,fund141FY06.pdf,22
72000 Support Services,FY06,72410,Office Of The Principal,161,Secretary(s),"70,978.54",,fund141FY06.pdf,22
72000 Support Services,FY06,72410,Office Of The Principal,162,Clerical Personnel,"30,834.95",,fund141FY06.pdf,22
72000 Support Services,FY06,72410,Office Of The Principal,201,Social Security,"21,690.01",,fund141FY06.pdf,23
72000 Support Services,FY06,72410,Office Of The Principal,204,State Retirement,"16,479.24",,fund141FY06.pdf,23
72000 Support Services,FY06,72410,Office Of The Principal,207,Medical Insurance,"45,080.93",,fund141FY06.pdf,23
72000 Support Services,FY06,72410,Office Of The Principal,210,Unemployment Compensation,238.57,,fund141FY06.pdf,23
72000 Support Services,FY06,72410,Office Of The Principal,212,Employer Medicare,"5,072.65",,fund141FY06.pdf,23
72000 Support Services,FY06,72410,Office Of The Principal,307,Communication,810.45,,fund141FY06.pdf,23
72000 Support Services,FY06,72410,Office Of The Principal,599,Other Charges,279.99,,fund141FY06.pdf,23
72000 Support Services,FY06,72410,Office Of The Principal,,Department Total,,"451,846.71",fund141FY06.pdf,23
72000 Support Services,FY06,72510,Fiscal Services,105,Supervisor/Director,"33,361.92",,fund141FY06.pdf,23
72000 Support Services,FY06,72510,Fiscal Services,119,Accountants/Bookkeepers,"26,671.92",,fund141FY06.pdf,23
72000 Support Services,FY06,72510,Fiscal Services,201,Social Security,"3,614.67",,fund141FY06.pdf,23
72000 Support Services,FY06,72510,Fiscal Services,204,State Retirement,"1,272.72",,fund141FY06.pdf,23
72000 Support Services,FY06,72510,Fiscal Services,207,Medical Insurance,"3,820.64",,fund141FY06.pdf,23
72000 Support Services,FY06,72510,Fiscal Services,210,Unemployment Compensation,43.43,,fund141FY06.pdf,23
72000 Support Services,FY06,72510,Fiscal Services,212,Employer Medicare,845.37,,fund141FY06.pdf,23
72000 Support Services,FY06,72510,Fiscal Services,,Department Total,,"69,630.67",fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,166,Custodial Personnel,"220,486.67",,fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,201,Social Security,"13,182.10",,fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,204,State Retirement,"3,554.60",,fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,207,Medical Insurance,"25,277.14",,fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,210,Unemployment Compensation,272.2,,fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,212,Employer Medicare,"3,082.94",,fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,415,Electricity,"193,196.88",,fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,434,Natural Gas,"84,739.77",,fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,454,Water And Sewer,"54,521.76",,fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,499,Other Supplies And Materials,"33,006.73",,fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,502,Building And Contents Insurance,"33,883.00",,fund141FY06.pdf,23
72000 Support Services,FY06,72610,Operation Of Plant,,Department Total,,"665,203.79",fund141FY06.pdf,23
72000 Support Services,FY06,72620,Maintenance Of Plant,335,Maintenance And Repair Services-Buildir,"9,343.19",,fund141FY06.pdf,23
72000 Support Services,FY06,72620,Maintenance Of Plant,336,Maintenance And Repair Services-Equipr,"25,935.69",,fund141FY06.pdf,23
72000 Support Services,FY06,72620,Maintenance Of Plant,399,Other Contracted Services,"4,110.00",,fund141FY06.pdf,24
72000 Support Services,FY06,72620,Maintenance Of Plant,499,Other Supplies And Materials,"31,784.03",,fund141FY06.pdf,24
72000 Support Services,FY06,72620,Maintenance Of Plant,599,Other Charges,"9,424.18",,fund141FY06.pdf,24
72000 Support Services,FY06,72620,Maintenance Of Plant,717,Maintenance Equipment,"9,637.08",,fund141FY06.pdf,24
72000 Support Services,FY06,72620,Maintenance Of Plant,,Department Total,,"90,234.17",fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,142,Mechanic(s),"36,608.00",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,146,Bus Drivers,"160,281.08",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,201,Social Security,"12,124.95",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,204,State Retirement,"4,082.92",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,207,Medical Insurance,"3,903.00",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,210,Unemployment Compensation,297.19,,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,212,Employer Medicare,"2,835.66",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,307,Communication,236,,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,340,Medical And Dental Services,"1,716.82",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,425,Gasoline,"51,159.02",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,450,Tires And Tubes,"8,872.13",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,453,Vehicle Parts,"24,777.76",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,499,Other Supplies And Materials,684.54,,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,511,Vehicle And Equipment Insurance,"9,917.00",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,599,Other Charges,"1,322.83",,fund141FY06.pdf,24
72000 Support Services,FY06,72710,Transportation,,Department Total,,"318,818.90",fund141FY06.pdf,24
73000 Operation Of Non-Instructional Services,FY06,73100,Food Service,710,Food Service Equipment,"5,200.00",,fund141FY06.pdf,25
73000 Operation Of Non-Instructional Services,FY06,73100,Food Service,,Department Total,,"5,200.00",fund141FY06.pdf,25
73000 Operation Of Non-Instructional Services,FY06,73300,Community Services,189,Other Salaries & Wages,"21,211.43",,fund141FY06.pdf,25
73000 Operation Of Non-Instructional Services,FY06,73300,Community Services,201,Social Security,"1,273.85",,fund141FY06.pdf,25
73000 Operation Of Non-Instructional Services,FY06,73300,Community Services,204,State Retirement,285.4,,fund141FY06.pdf,25
73000 Operation Of Non-Instructional Services,FY06,73300,Community Services,207,Medical Insurance,"2,326.82",,fund141FY06.pdf,25
73000 Operation Of Non-Instructional Services,FY06,73300,Community Services,210,Unemployment Compensation,45.04,,fund141FY06.pdf,25
73000 Operation Of Non-Instructional Services,FY06,73300,Community Services,212,Employer Medicare,297.91,,fund141FY06.pdf,25
73000 Operation Of Non-Instructional Services,FY06,73300,Community Services,355,Travel,0,,fund141FY06.pdf,25
73000 Operation Of Non-Instructional Services,FY06,73300,Community Services,499,Other Supplies And Materials,"4,788.17",,fund141FY06.pdf,25
