Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,Year-to-Date Expenditures,Department Total,PDF file,PDF page
"56000 - Social, Cultural, and Recreational Services",FY05,56500,Libraries,434,Natural Gas,"2,138.42",,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56500,Libraries,435,Office Supplies,"1,915.73",,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56500,Libraries,437,Periodicals,383.85,,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56500,Libraries,454,Water And Sewer,570.08,,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56500,Libraries,719,Office Equipment,"7,493.07",,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56500,Libraries,,,,"97,905.07",FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56700,Parks And Fair Boards,103,Assistant(s),"1,561.91",,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56700,Parks And Fair Boards,105,Supervisor/Director,"8,444.95",,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56700,Parks And Fair Boards,164,Attendants,"5,209.72",,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56700,Parks And Fair Boards,320,Dues And Memberships,340,,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56700,Parks And Fair Boards,335,Maintenance And Repair Services-Buildir,956.92,,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56700,Parks And Fair Boards,336,Maintenance And Repair Services-Equipr,"52,216.37",,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56700,Parks And Fair Boards,351,Rentals,620,,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56700,Parks And Fair Boards,415,Electricity,"6,466.67",,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56700,Parks And Fair Boards,454,Water And Sewer,"3,038.72",,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56700,Parks And Fair Boards,468,Chemicals,"2,749.43",,FY05.pdf,13
"56000 - Social, Cultural, and Recreational Services",FY05,56700,Parks And Fair Boards,,,,"81,604.69",FY05.pdf,13
57000 - Agricultural and Natural Resources,FY05,57100,Agricultural Extension Service,140,Salary Supplements,"28,183.58",,FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57100,Agricultural Extension Service,169,Part-Time Personnel,"9,016.38",,FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57100,Agricultural Extension Service,186,Longevity Pay,"2,227.68",,FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57100,Agricultural Extension Service,307,Communication,989.15,,FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57100,Agricultural Extension Service,317,Data Processing Services,"1,440.88",,FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57100,Agricultural Extension Service,355,Travel,580.28,,FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57100,Agricultural Extension Service,599,Other Charges,119.99,,FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57100,Agricultural Extension Service,,,,"42,557.94",FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57300,Forest Service,309,Contracts With Government Agencies,350,,FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57300,Forest Service,,,,350,FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57500,Soil Conservation,307,Communication,622.33,,FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57500,Soil Conservation,339,Matching Share,"5,115.00",,FY05.pdf,15
57000 - Agricultural and Natural Resources,FY05,57500,Soil Conservation,,,,"5,737.33",FY05.pdf,15
58000 - Other Operations,FY05,58110,Tourism,599,Other Charges,"1,095.00",,FY05.pdf,16
58000 - Other Operations,FY05,58110,Tourism,,,,"1,095.00",FY05.pdf,16
58000 - Other Operations,FY05,58190,Other Economic And Community Development,599,Other Charges,"130,511.00",,FY05.pdf,16
58000 - Other Operations,FY05,58190,Other Economic And Community Development,,,,"130,511.00",FY05.pdf,16
58000 - Other Operations,FY05,58600,Employee Benefits,201,Social Security,"94,047.63",,FY05.pdf,16
58000 - Other Operations,FY05,58600,Employee Benefits,204,State Retirement,"19,003.26",,FY05.pdf,16
58000 - Other Operations,FY05,58600,Employee Benefits,205,Employee And Dependent Insurance,"207,659.28",,FY05.pdf,16
58000 - Other Operations,FY05,58600,Employee Benefits,210,Unemployment Compensation,"2,062.81",,FY05.pdf,16
58000 - Other Operations,FY05,58600,Employee Benefits,,,,"322,772.98",FY05.pdf,16
58000 - Other Operations,FY05,58900,Miscellaneous,330,Operating Lease Payments,"2,400.00",,FY05.pdf,16
58000 - Other Operations,FY05,58900,Miscellaneous,337,Maintenance And Repair Services-Office,"2,313.31",,FY05.pdf,16
58000 - Other Operations,FY05,58900,Miscellaneous,499,Other Supplies And Materials,58.48,,FY05.pdf,16
58000 - Other Operations,FY05,58900,Miscellaneous,506,Liability Insurance,"46,953.00",,FY05.pdf,16
58000 - Other Operations,FY05,58900,Miscellaneous,510,Trustee's Commission,"29,681.70",,FY05.pdf,16
58000 - Other Operations,FY05,58900,Miscellaneous,513,Workman's Compensation Insurance,"21,065.00",,FY05.pdf,16
58000 - Other Operations,FY05,58900,Miscellaneous,599,Other Charges,"1,544.37",,FY05.pdf,16
58000 - Other Operations,FY05,58900,Miscellaneous,,,,"104,015.86",FY05.pdf,16
,FY05,,Fund 101 Total,,,,"2,719,086.75",FY05.pdf,16
51000 - General Government,FY06,51100,County Commission,199,Other Per Diem & Fees,"3,260.00",,FY06.pdf,1
51000 - General Government,FY06,51100,County Commission,305,Audit Services,"1,308.00",,FY06.pdf,1
51000 - General Government,FY06,51100,County Commission,320,Dues And Memberships,900,,FY06.pdf,1
51000 - General Government,FY06,51100,County Commission,330,Operating Lease Payments,"2,400.00",,FY06.pdf,1
51000 - General Government,FY06,51100,County Commission,506,Liability Insurance,"48,950.00",,FY06.pdf,1
51000 - General Government,FY06,51100,County Commission,510,Trustee's Commission,"32,838.75",,FY06.pdf,1
51000 - General Government,FY06,51100,County Commission,513,Workman's Compensation Insurance,"19,821.00",,FY06.pdf,1
51000 - General Government,FY06,51100,County Commission,,,,"109,477.75",FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,101,County Official/Administrative Officer,"51,451.92",,FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,119,Accountants/Bookkeepers,"21,999.97",,FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,196,In-Service Training,353.64,,FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,307,Communication,"1,741.03",,FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,317,Data Processing Services,"4,565.29",,FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,320,Dues And Memberships,"4,504.00",,FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,332,"Legal Notices, Recording And Court Cost",660.65,,FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,348,Postal Charges,989.1,,FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,355,Travel,0,,FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,599,Other Charges,"1,219.00",,FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,719,Office Equipment,472.25,,FY06.pdf,1
51000 - General Government,FY06,51300,County Mayor/Executive,,,,"87,956.85",FY06.pdf,1
51000 - General Government,FY06,51400,County Attorney,101,County Official/Administrative Officer,"5,737.00",,FY06.pdf,1
51000 - General Government,FY06,51400,County Attorney,,,,"5,737.00",FY06.pdf,1
51000 - General Government,FY06,51500,Election Commission,101,County Official/Administrative Officer,"35,637.84",,FY06.pdf,1
51000 - General Government,FY06,51500,Election Commission,189,Other Salaries & Wages,0,,FY06.pdf,1
51000 - General Government,FY06,51500,Election Commission,192,Election Commission,500,,FY06.pdf,1
51000 - General Government,FY06,51500,Election Commission,307,Communication,630.07,,FY06.pdf,1
51000 - General Government,FY06,51500,Election Commission,320,Dues And Memberships,75,,FY06.pdf,1
51000 - General Government,FY06,51500,Election Commission,332,"Legal Notices, Recording And Court Cost",189.71,,FY06.pdf,1
51000 - General Government,FY06,51500,Election Commission,337,Maintenance And Repair Services-Office,800,,FY06.pdf,1
51000 - General Government,FY06,51500,Election Commission,348,Postal Charges,184,,FY06.pdf,1
51000 - General Government,FY06,51500,Election Commission,349,"Printing, Stationery And Forms",28.86,,FY06.pdf,1
51000 - General Government,FY06,51500,Election Commission,355,Travel,"1,741.36",,FY06.pdf,1
51000 - General Government,FY06,51500,Election Commission,399,Other Contracted Services,"3,497.49",,FY06.pdf,2
51000 - General Government,FY06,51500,Election Commission,435,Office Supplies,65.44,,FY06.pdf,2
51000 - General Government,FY06,51500,Election Commission,,,,"43,349.77",FY06.pdf,2
51000 - General Government,FY06,51600,Register Of Deeds,101,County Official/Administrative Officer,"44,547.84",,FY06.pdf,2
51000 - General Government,FY06,51600,Register Of Deeds,169,Part-Time Personnel,"4,174.38",,FY06.pdf,2
51000 - General Government,FY06,51600,Register Of Deeds,307,Communication,977.46,,FY06.pdf,2
51000 - General Government,FY06,51600,Register Of Deeds,320,Dues And Memberships,251,,FY06.pdf,2
51000 - General Government,FY06,51600,Register Of Deeds,334,Maintenance Agreements,"2,731.85",,FY06.pdf,2
51000 - General Government,FY06,51600,Register Of Deeds,348,Postal Charges,399.7,,FY06.pdf,2
51000 - General Government,FY06,51600,Register Of Deeds,349,"Printing, Stationery And Forms",921.27,,FY06.pdf,2
51000 - General Government,FY06,51600,Register Of Deeds,355,Travel,0,,FY06.pdf,2
51000 - General Government,FY06,51600,Register Of Deeds,719,Office Equipment,"2,232.74",,FY06.pdf,2
51000 - General Government,FY06,51600,Register Of Deeds,,,,"56,236.24",FY06.pdf,2
51000 - General Government,FY06,51720,Planning,101,County Official/Administrative Officer,"4,188.00",,FY06.pdf,2
51000 - General Government,FY06,51720,Planning,307,Communication,398.22,,FY06.pdf,2
51000 - General Government,FY06,51720,Planning,309,Contracts With Government Agencies,"7,000.00",,FY06.pdf,2
51000 - General Government,FY06,51720,Planning,332,"Legal Notices, Recording And Court Cost",153.3,,FY06.pdf,2
51000 - General Government,FY06,51720,Planning,599,Other Charges,64,,FY06.pdf,2
51000 - General Government,FY06,51720,Planning,,,,"11,803.52",FY06.pdf,2
51000 - General Government,FY06,51800,County Buildings,166,Custodial Personnel,"12,300.00",,FY06.pdf,2
51000 - General Government,FY06,51800,County Buildings,335,Maintenance And Repair Services-Buildir,"7,896.09",,FY06.pdf,2
51000 - General Government,FY06,51800,County Buildings,347,Pest Control,480,,FY06.pdf,2
51000 - General Government,FY06,51800,County Buildings,410,Custodial Supplies,"2,436.52",,FY06.pdf,2
51000 - General Government,FY06,51800,County Buildings,415,Electricity,"8,945.06",,FY06.pdf,2
51000 - General Government,FY06,51800,County Buildings,434,Natural Gas,"8,232.67",,FY06.pdf,2
51000 - General Government,FY06,51800,County Buildings,435,Office Supplies,"3,550.06",,FY06.pdf,2
51000 - General Government,FY06,51800,County Buildings,454,Water And Sewer,"2,424.05",,FY06.pdf,2
51000 - General Government,FY06,51800,County Buildings,499,Other Supplies And Materials,196.07,,FY06.pdf,3
51000 - General Government,FY06,51800,County Buildings,,,,"46,460.52",FY06.pdf,3
51000 - General Government,FY06,51910,Preservation Of Records,435,Office Supplies,"4,345.00",,FY06.pdf,3
51000 - General Government,FY06,51910,Preservation Of Records,,,,"4,345.00",FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,101,County Official/Administrative Officer,"44,547.84",,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,169,Part-Time Personnel,"9,000.00",,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,196,In-Service Training,0,,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,199,Other Per Diem & Fees,300,,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,307,Communication,365.97,,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,317,Data Processing Services,"2,559.05",,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,332,"Legal Notices, Recording And Court Cost",34.48,,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,348,Postal Charges,"1,026.80",,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,349,"Printing, Stationery And Forms",96.17,,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,355,Travel,612.94,,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,399,Other Contracted Services,"4,742.00",,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,719,Office Equipment,59.08,,FY06.pdf,3
52000 - Finance,FY06,52300,Property Assessor's Office,,,,"63,344.33",FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,101,County Official/Administrative Officer,"44,547.84",,FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,169,Part-Time Personnel,"1,136.00",,FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,196,In-Service Training,508.53,,FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,307,Communication,498.19,,FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,317,Data Processing Services,"3,941.00",,FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,320,Dues And Memberships,210,,FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,332,"Legal Notices, Recording And Court Cost",268.62,,FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,348,Postal Charges,997.5,,FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,349,"Printing, Stationery And Forms",572.8,,FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,355,Travel,139.38,,FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,719,Office Equipment,72.87,,FY06.pdf,3
52000 - Finance,FY06,52400,County Trustee's Office,,,,"52,892.73",FY06.pdf,3
52000 - Finance,FY06,52500,County Clerk's Office,101,County Official/Administrative Officer,"44,547.84",,FY06.pdf,3
52000 - Finance,FY06,52500,County Clerk's Office,169,Part-Time Personnel,"6,440.00",,FY06.pdf,3
52000 - Finance,FY06,52500,County Clerk's Office,307,Communication,397.47,,FY06.pdf,3
52000 - Finance,FY06,52500,County Clerk's Office,320,Dues And Memberships,75,,FY06.pdf,3
52000 - Finance,FY06,52500,County Clerk's Office,337,Maintenance And Repair Services-Office,0,,FY06.pdf,3
52000 - Finance,FY06,52500,County Clerk's Office,348,Postal Charges,700,,FY06.pdf,3
52000 - Finance,FY06,52500,County Clerk's Office,349,"Printing, Stationery And Forms",430.91,,FY06.pdf,3
52000 - Finance,FY06,52500,County Clerk's Office,355,Travel,0,,FY06.pdf,3
52000 - Finance,FY06,52500,County Clerk's Office,719,Office Equipment,175,,FY06.pdf,4
52000 - Finance,FY06,52500,County Clerk's Office,,,,"52,766.22",FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,101,County Official/Administrative Officer,"44,547.84",,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,169,Part-Time Personnel,"5,416.00",,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,194,Jury And Witness Expense,"1,545.00",,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,307,Communication,368.51,,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,317,Data Processing Services,"3,198.76",,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,320,Dues And Memberships,236,,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,332,"Legal Notices, Recording And Court Cost",158.8,,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,348,Postal Charges,592,,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,349,"Printing, Stationery And Forms",414.51,,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,355,Travel,0,,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,399,Other Contracted Services,272.04,,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,719,Office Equipment,"1,583.15",,FY06.pdf,4
53000 - Administration of Justice,FY06,53100,Circuit Court,,,,"58,332.61",FY06.pdf,4
53000 - Administration of Justice,FY06,53300,General Sessions Court,102,Judge(s),"42,618.96",,FY06.pdf,4
53000 - Administration of Justice,FY06,53300,General Sessions Court,355,Travel,700,,FY06.pdf,4
53000 - Administration of Justice,FY06,53300,General Sessions Court,435,Office Supplies,0,,FY06.pdf,4
53000 - Administration of Justice,FY06,53300,General Sessions Court,719,Office Equipment,814.45,,FY06.pdf,4
53000 - Administration of Justice,FY06,53300,General Sessions Court,,,,"44,133.41",FY06.pdf,4
53000 - Administration of Justice,FY06,53400,Chancery Court,101,County Official/Administrative Officer,"44,547.84",,FY06.pdf,4
53000 - Administration of Justice,FY06,53400,Chancery Court,169,Part-Time Personnel,"1,168.00",,FY06.pdf,4
53000 - Administration of Justice,FY06,53400,Chancery Court,194,Jury And Witness Expense,0,,FY06.pdf,4
53000 - Administration of Justice,FY06,53400,Chancery Court,307,Communication,368.25,,FY06.pdf,4
53000 - Administration of Justice,FY06,53400,Chancery Court,320,Dues And Memberships,85,,FY06.pdf,4
53000 - Administration of Justice,FY06,53400,Chancery Court,348,Postal Charges,351.5,,FY06.pdf,4
53000 - Administration of Justice,FY06,53400,Chancery Court,349,"Printing, Stationery And Forms",733.92,,FY06.pdf,4
53000 - Administration of Justice,FY06,53400,Chancery Court,355,Travel,33.6,,FY06.pdf,4
